,DataSet,TotalFeat,Range,Round 1,Round 2,Round 3,Average
4895,CS,6805,4895,0.91221374,0.911668484,0.91221374,0.912031988
1634,CS,6805,1634,0.905670665,0.911123228,0.912758997,0.909850963
3350,CS,6805,3350,0.912758997,0.907306434,0.917666303,0.912577245
4116,CS,6805,4116,0.902944384,0.910032715,0.91221374,0.908396947
5934,CS,6805,5934,0.906761178,0.914940022,0.911668484,0.911123228
6667,CS,6805,6667,0.911123228,0.905125409,0.918211559,0.911486732
5147,CS,6805,5147,0.909487459,0.906215921,0.913849509,0.909850963
5741,CS,6805,5741,0.910032715,0.908396947,0.913849509,0.910759724
3249,CS,6805,3249,0.915485278,0.913304253,0.913304253,0.914031261
4957,CS,6805,4957,0.904580153,0.908942203,0.916575791,0.910032715
4321,CS,6805,4321,0.914394766,0.911668484,0.91221374,0.912758997
3176,CS,6805,3176,0.911668484,0.916575791,0.916030534,0.91475827
6348,CS,6805,6348,0.910032715,0.907306434,0.910577972,0.909305707
2647,CS,6805,2647,0.90785169,0.914940022,0.912758997,0.911850236
4937,CS,6805,4937,0.909487459,0.920937841,0.916030534,0.915485278
6147,CS,6805,6147,0.912758997,0.912758997,0.905670665,0.91039622
7520,CS,6805,7520,0.901173782,0.819907923,0.906444471,0.875842059
6130,CS,6805,6130,0.910032715,0.924754635,0.904034896,0.912940749
2861,CS,6805,2861,0.91221374,0.913849509,0.912758997,0.912940749
66,CS,6805,66,0.915485278,0.909487459,0.901853871,0.908942203
3557,CS,6805,3557,0.908396947,0.911668484,0.908942203,0.909669211
1459,CS,6805,1459,0.908396947,0.908942203,0.914940022,0.910759724
588,CS,6805,588,0.91221374,0.912758997,0.911668484,0.91221374
2312,CS,6805,2312,0.902944384,0.906761178,0.908942203,0.906215921
1663,CS,6805,1663,0.908942203,0.907306434,0.905125409,0.907124682
2327,CS,6805,2327,0.913304253,0.913304253,0.909487459,0.912031988
4618,CS,6805,4618,0.910032715,0.911668484,0.916575791,0.912758997
7602,CS,6805,7602,0.900176594,0.809937212,0.905900662,0.872004823
865,CS,6805,865,0.916575791,0.909487459,0.90348964,0.909850963
8251,CS,6805,8251,0.892284209,0.731022681,0.901596619,0.841634503
2806,CS,6805,2806,0.910032715,0.914394766,0.924209378,0.916212286
5480,CS,6805,5480,0.913849509,0.916030534,0.909487459,0.913122501
5452,CS,6805,5452,0.916575791,0.911123228,0.914940022,0.914213013
6286,CS,6805,6286,0.911123228,0.906761178,0.904580153,0.907488186
6701,CS,6805,6701,0.918756816,0.911668484,0.917121047,0.915848782
